01/01/2023 1:00;0;41,8;0,7;564;223;0;0,5;3,3;23,8;27;0,1;0;0
01/01/2023 2:00;35,6;28,4;0,6;563;223;0;0,5;3,3;22,8;26,1;0,1;0;0
01/01/2023 3:00;47;29,8;0,6;563;229;0;0,4;3,1;22;25,1;0,1;0;0
01/01/2023 4:00;43,7;32;0,7;563;289;0;0,5;3,3;22,5;25,8;0,1;0;0
01/01/2023 5:00;46,5;34,4;0,5;563;271;0;0,5;3,6;22;25,7;0,1;0;0
01/01/2023 6:00;41,8;41,8;0,8;564;320;0;0,5;4;21,3;25,3;0,1;0;0
01/01/2023 7:00;48,7;38,5;0,7;564;300;0;0,5;4,2;20,1;24,3;0,1;0;32
01/01/2023 8:00;49,5;43,7;1,1;564;341;0;0,4;5,2;20,3;25,5;0,2;0;203
01/01/2023 9:00;37,6;37,6;1,2;565;329;0;0,4;4;22,4;26,4;0,1;0;422
01/01/2023 10:00;32,8;28,1;1,6;565;354;0;0,3;2,7;23,4;26,1;0;0;276
01/01/2023 11:00;24;20,7;2,2;564;108;0;0,3;2,2;23,5;25,7;0,1;0;560
01/01/2023 12:00;17,4;14,7;1,7;564;130;0;0,3;2,1;23,2;25,2;0,1;0;650
01/01/2023 13:00;15,6;10,5;1,8;563;125;0;0,2;2,2;22,7;24,9;0,1;0;576
01/01/2023 14:00;22,2;10;1,6;563;242;0;0,2;2;23,4;25,4;0,2;0;611
01/01/2023 15:00;26,4;18,4;2,8;562;279;0;0,3;1,2;23,5;24,7;0,2;0;345
01/01/2023 16:00;25,6;18,5;3;562;267;0;0,2;0,8;22,1;22,8;0,1;0;159
01/01/2023 17:00;0;23,5;2,5;562;224;0;0,3;0,7;21,3;22;0,2;0;32
01/01/2023 18:00;0;20,3;1,3;562;245;0;0,3;0,8;19,8;20,6;0,2;0;3
01/01/2023 19:00;0;23,6;1,5;563;231;0;0,3;1;19,6;20,6;0,1;0;0
01/01/2023 20:00;0;25,3;1,1;564;252;0;0,3;1,2;20,2;21,3;0;0;0
01/01/2023 21:00;0;19,2;0,8;564;242;0;0,3;1,5;19,9;21,4;0;0;0
01/01/2023 22:00;0;16,5;0,6;565;212;0;0,3;1,8;21,1;22,9;0;0;0
01/01/2023 23:00;0;16,5;0,4;565;239;0;0,3;2,3;22,7;25;0;0;0
02/01/2023 0:00;0;12,1;0,5;565;255;0;0,3;2,7;22,3;25;0,1;0;0
02/01/2023 1:00;0;9,4;0,6;564;276;0;0,4;4,5;23,4;27,9;0,1;0;0
02/01/2023 2:00;8,8;6,9;0,7;564;287;0;0,4;5,2;22,7;27,9;0,1;0;0
02/01/2023 3:00;9;9;1;563;299;0;0,3;4,8;21,2;25,9;0,1;0;0
02/01/2023 4:00;9,9;9;0,9;563;280;0;0,3;3,8;19,1;22,9;0,1;0;0
02/01/2023 5:00;8,2;7,1;0,8;563;283;0;0,3;3,4;19,2;22,6;0;0;0
02/01/2023 6:00;10,3;5,7;1,1;563;318;0;0,3;4;20,6;24,6;0,1;0;0
02/01/2023 7:00;7,5;5,2;1,3;564;350;0;0,3;5,6;22,1;27,6;0,2;0;19
02/01/2023 8:00;6,2;5,8;1,5;564;333;0;0,3;8,3;22,3;30,6;0,2;0;165
02/01/2023 9:00;17,4;9,6;1,4;565;334;0;0,3;8,1;23,1;31,2;0,3;0;275
02/01/2023 10:00;21,9;8,1;1,3;565;299;0;0,3;7,3;23,2;30,5;0,3;0;510
02/01/2023 11:00;16,8;6,7;1,4;564;215;0;0,3;5,3;24,2;29,5;0,2;0;771
02/01/2023 12:00;13;5,8;1,5;564;278;0;0,3;3,6;25,3;28,9;0,1;0;483
02/01/2023 13:00;10,1;5,1;2;563;258;0;0,3;2,1;25,2;27,3;0,1;0;524
02/01/2023 14:00;17,6;10,1;2,6;562;261;0;0,2;1,1;24,2;25,3;0,1;0;394
02/01/2023 15:00;13,7;12,4;3,1;562;282;0;0,2;0,8;22,1;23;0,2;0;145
02/01/2023 16:00;18,8;11;2,3;562;216;0;0,2;0,9;21,4;22,3;0,1;0;58
02/01/2023 17:00;17,7;17,7;1,7;562;165;0;0,3;1,4;22,9;24,2;0,1;0;53
02/01/2023 18:00;0;24,1;1;563;274;0;0,3;1,6;23,9;25,5;0,2;0;17
02/01/2023 19:00;0;22,2;1,5;563;3;0;0,3;2,2;25,5;27,6;0,1;0;0
02/01/2023 20:00;16,5;16,5;1;563;307;0;0,3;1,9;23,8;25,8;0,1;0;0
02/01/2023 21:00;14,7;12,9;0,9;564;294;0;0,3;1,8;22,3;24,2;0,1;0;0
02/01/2023 22:00;13,1;9,5;1,1;564;299;0;0,4;2,3;23,8;26,1;0,1;0;0
02/01/2023 23:00;0;15,3;1,5;564;306;0;0,4;2,9;24,4;27,3;0,1;0;0
03/01/2023 0:00;13,9;13;1,1;564;308;0;0,4;3;25,2;28,2;0,1;0;0
03/01/2023 1:00;17,3;14,8;0,5;564;249;0;0,5;3,4;24,9;28,3;0,2;0;0
03/01/2023 2:00;12,7;10,6;0,9;563;290;0;0,4;4;25,1;29,1;0,1;0;0
03/01/2023 3:00;13,2;10,4;1;563;302;0;0,4;4,5;25,2;29,7;0,2;0;0
03/01/2023 4:00;22,8;12,7;0,6;563;287;0;0,4;4,2;24,3;28,5;0,3;0;0
03/01/2023 5:00;19;10,3;1,1;563;305;0;0,4;4,5;23,6;28,1;0,3;0;0
03/01/2023 6:00;16,2;16,2;0,8;564;287;0;0,4;6,3;23,4;29,7;0,3;0;0
03/01/2023 7:00;15,5;12,9;1,3;564;292;0;0,5;9,5;22,8;32,2;0,3;0;22
03/01/2023 8:00;33,4;15,5;0,7;565;273;0;0,5;12,8;23,4;36,2;0,7;0;110
03/01/2023 9:00;38,4;21,8;1;565;180;0;0,5;14,6;26,2;40,8;0,9;0;315
03/01/2023 10:00;35,6;15,9;1,1;565;210;0;0,5;12,1;27,3;39,5;0,5;0;387
03/01/2023 11:00;26,6;11,9;1,1;564;183;0;0,6;9,7;29,4;39,1;0,4;0;451
03/01/2023 12:00;28,6;9,9;2,7;564;276;0;0,5;5,8;29,7;35,5;0,2;0;440
03/01/2023 13:00;35,5;7,7;2,9;563;308;0;0,4;2;25,9;27,8;0,1;0;414
03/01/2023 14:00;26,6;7,6;2,2;563;305;0;0,3;1,1;21;22,1;0,2;0;407
03/01/2023 15:00;20;6,6;2,9;562;295;0;0,3;1,2;20,4;21,6;0,2;0;627
03/01/2023 16:00;15,4;5,9;3,1;562;302;0;0,3;0,9;18,8;19,7;0,2;0;247
03/01/2023 17:00;11;4,4;1,8;562;214;0;0,3;1,2;18,1;19,3;0,2;0;92
03/01/2023 18:00;16;5;2,3;563;117;0;0,3;1,9;20;21,9;0,2;0;15
03/01/2023 19:00;13,1;13,1;0,9;563;197;0;0,4;2,2;21,7;23,9;0,2;0;0
03/01/2023 20:00;10;10;0,6;563;216;0;0,4;6,3;24;30,3;0,2;0;0
03/01/2023 21:00;7,3;7,3;0,5;564;239;0;0,5;11,1;24,8;35,9;0,3;0;0
03/01/2023 22:00;8;5,2;0,5;564;238;0;0,8;21,4;24,7;46,1;0,5;0;0
03/01/2023 23:00;11,8;4,5;0,8;564;300;0;0,8;22;24,3;46,4;0,5;0;0
04/01/2023 0:00;12,7;4;0,7;564;270;0;0,7;19,9;23,5;43,4;0,4;0;0
04/01/2023 1:00;0;18,7;1,1;564;318;0;0,6;15,9;23,6;39,5;0,4;0;0
04/01/2023 2:00;14,3;14,3;1,3;563;307;0;0,5;12,5;23,9;36,4;0,4;0;0
04/01/2023 3:00;14,5;10,7;1,1;563;311;0;0,5;9,5;23,4;32,9;0,3;0;0
04/01/2023 4:00;17,3;7,8;1,3;563;305;0;0,4;7,1;22,9;30;0,3;0;0
04/01/2023 5:00;13,4;6,2;0,5;563;244;0;0,4;5,8;22;27,8;0,3;0;0
04/01/2023 6:00;20,9;5,6;0,7;563;261;0;0,4;6,9;21;27,8;0,3;0;0
04/01/2023 7:00;14,9;6,9;0,5;564;265;0;0,5;8,7;21,3;30;0,3;0;19
04/01/2023 8:00;16,3;6,2;1,1;564;11;0;0,5;16,1;22,2;38,3;0,6;0;170
04/01/2023 9:00;23,2;12,8;1;565;265;0;0,6;23,6;26;49,6;0,7;0;414
04/01/2023 10:00;26,1;10;1,3;565;280;0;0,6;19,5;26,8;46,2;0,5;0;366
04/01/2023 11:00;22,8;7,2;1,2;564;234;0;0,5;13,9;26,4;40,3;0,3;0;418
04/01/2023 12:00;17,5;6,5;1;564;202;0;0,5;10,4;27,5;37,9;0,3;0;299
04/01/2023 13:00;20,1;9,2;1;563;177;0;0,5;7,1;28,3;35,3;0,3;0;240
04/01/2023 14:00;20,4;20,4;2;563;229;0;0,4;4,3;28,5;32,8;0,2;0;247
04/01/2023 15:00;20,3;19,1;2,9;562;274;0;0,4;2,2;26,4;28,6;0,2;0;292
04/01/2023 16:00;27,9;26,5;2,6;562;242;0;0,4;1,8;24,9;26,7;0,3;0;230
04/01/2023 17:00;24,6;18,6;1,8;562;272;0;0,3;1,9;23,2;25,1;0,3;0;83
04/01/2023 18:00;24,6;14,3;1;562;282;0;0,3;1,9;22;23,9;0,2;0;37
04/01/2023 19:00;24,3;0;1,7;563;300;0;0,3;2,1;21,6;23,7;0,2;0;0
04/01/2023 20:00;26,6;22,5;0,8;563;303;0;0,4;2,2;21,6;23,8;0,2;0;0
04/01/2023 21:00;19,7;16,2;0,7;564;265;0;0,4;2,3;21,4;23,8;0,2;0;0
04/01/2023 22:00;20,2;12,4;0,7;564;280;0;0,4;3,7;21,8;25,5;0,2;0;0
04/01/2023 23:00;14,7;9,6;0,9;564;284;0;0,5;6,7;22,9;29,5;0,2;0;0
05/01/2023 0:00;11,7;8;0,7;564;281;0;0,6;7,6;22,8;30,4;0,3;0;0
05/01/2023 1:00;11,4;9,9;0,6;564;290;0;0,5;9,5;24;33,5;0,3;0;0
05/01/2023 2:00;13,1;10,6;0,7;563;284;0;0,6;11,5;23,9;35,4;0,4;0;0
05/01/2023 3:00;18,2;8,5;1;563;322;0;0,5;12,7;23,7;36,4;0,3;0;0
05/01/2023 4:00;20,8;7,6;0,4;563;239;0;0,4;9,1;21,3;30,4;0,3;0;0
05/01/2023 5:00;18,6;12,1;1;563;63;0;0,4;6,4;20,5;26,9;0,2;0;0
05/01/2023 6:00;15,7;9,6;0,7;563;268;0;0,4;4,5;20,6;25,2;0,2;0;0
05/01/2023 7:00;12,3;7,5;0,7;564;311;0;0,4;6,6;22,6;29,1;0,1;0;23
05/01/2023 8:00;10;6;1,6;564;26;0;0,4;9,4;23,4;32,8;0,2;0;198
05/01/2023 9:00;8,4;4,5;2;564;109;0;0,4;6,6;24;30,6;0,1;0;230
05/01/2023 10:00;9,1;4,2;2,1;565;75;0;0,4;4,5;23,7;28,3;0,1;0;391
05/01/2023 11:00;9,8;3,6;2,8;565;98;0;0,4;3,5;24,4;27,9;0,1;0;623
05/01/2023 12:00;17,5;3,5;2,5;564;123;0;0,4;3;23,8;26,8;0;0;273
05/01/2023 13:00;20,9;3,8;2,3;564;117;0;0,4;2,8;23;25,8;0,1;0;238
05/01/2023 14:00;17,8;12,5;2,3;563;112;0;0,4;2,5;22,6;25,1;0,1;0;437
05/01/2023 15:00;23,3;9,8;2,4;563;141;0;0,4;2,5;23,6;26,1;0,2;0;263
05/01/2023 16:00;17;9,1;2,8;562;122;0;0,4;2,3;22,3;24,6;0,1;0;144
05/01/2023 17:00;13,4;6,7;2,6;562;128;0;0,4;2,6;22,6;25,2;0,1;0;65
05/01/2023 18:00;15,5;5,3;1,8;563;137;0;0,4;2,6;22;24,6;0,2;0;4
05/01/2023 19:00;21,7;9,5;1,3;563;131;0;0,4;2,9;22,5;25,4;0,2;0;0
05/01/2023 20:00;15,7;8,4;0,7;563;265;0;0,5;3,5;23,3;26,8;0,2;0;0
05/01/2023 21:00;12,3;12,3;0,6;564;242;0;0,6;8,3;26;34,3;0,4;0;0
05/01/2023 22:00;19,3;19,3;1,1;565;302;0;0,6;10,2;26,9;37,1;0,4;0;0
05/01/2023 23:00;28,1;28,1;1,6;565;317;0;0,6;7,7;26,1;33,8;0,4;0;0
06/01/2023 0:00;30;24,5;0,9;564;316;0;0,5;7,5;26,2;33,7;0,4;0;0
06/01/2023 1:00;33;21,1;1,5;564;333;0;0,5;7,3;25,4;32,7;0,4;0;0
06/01/2023 2:00;33,4;15,1;1,2;564;334;0;0,4;6,7;24,3;31;0,3;0;0
06/01/2023 3:00;31,7;16,4;1;563;312;0;0,4;6,2;22,8;29;0,3;0;0
06/01/2023 4:00;23;11,6;0,9;563;297;0;0,4;5,8;22,4;28,3;0,2;0;0
06/01/2023 5:00;21,6;8,9;1;563;291;0;0,4;5,5;21,4;26,9;0,2;0;0
06/01/2023 6:00;15,3;7,5;1,3;564;336;0;0,4;8;21,5;29,6;0,3;0;0
06/01/2023 7:00;16,7;8,6;1,2;564;327;0;0,4;14,1;22,1;36,1;0,5;0;42
06/01/2023 8:00;26;18,7;1,1;564;118;0;0,5;18,6;23,1;41,7;0,6;0;174
06/01/2023 9:00;25,3;14,4;0,7;565;282;0;0,6;20,1;26,8;46,9;0,6;0;171
06/01/2023 10:00;34;10,8;1,4;565;334;0;0,6;17,3;27,5;44,7;0,4;0;526
06/01/2023 11:00;29,8;8,5;2;564;50;0;0,3;1,9;7,1;9;0;0;465
06/01/2023 12:00;0;0;2,1;564;114;0;0;0;0;0;0;0;493
06/01/2023 13:00;0;0;1,8;563;148;11,6;0,3;0;0;0;0;0;452
06/01/2023 14:00;3,6;3,6;1,7;563;230;6,5;0,4;1,2;14;15,2;0;0;307
06/01/2023 15:00;16,1;5,7;1,3;562;226;8,1;0,4;1,6;19;20,7;0;0;271
06/01/2023 16:00;12,2;8,2;2,5;562;256;7,1;0,4;1,1;22;23;0,1;0;63
06/01/2023 17:00;0;28,4;2,4;562;309;8,6;0,5;0,6;21,3;21,9;0;0;48
06/01/2023 18:00;0;32;1,7;563;296;8,5;0,4;0,6;20,2;20,8;0;0;18
06/01/2023 19:00;0;35,8;1,2;563;242;8,3;0,4;0,7;20;20,6;0;0;0
06/01/2023 20:00;0;27,1;1,3;564;128;3,8;0,5;1,6;23,6;25,2;0;0;0
06/01/2023 21:00;0;24,7;0,6;565;275;3,2;0,5;2,2;22,5;24,7;0;0;0
06/01/2023 22:00;0;17,5;0,5;565;279;1,8;0,5;4,2;25,1;29,3;0,1;0;0
06/01/2023 23:00;0;16,6;0,6;565;288;1,5;0,5;6,1;25,6;31,6;0;0;0
07/01/2023 0:00;0;16;1,3;565;327;1;0,5;9,5;26,3;35,8;0,1;0;0
07/01/2023 1:00;0;15,8;1;564;337;1,2;0,5;9,8;25,2;35;0,2;0;0
07/01/2023 2:00;0;16,8;1,1;564;87;1,9;0,4;9,7;23,4;33;0,2;0;0
07/01/2023 3:00;0;14,3;1,5;564;17;3,1;0,3;9,1;25,2;34,4;0,2;0;0
07/01/2023 4:00;0;14,6;1,4;564;318;2,7;0,3;7,5;29,4;36,9;0,2;0;0
07/01/2023 5:00;0;10,6;1,6;564;328;2,3;0,3;6,5;26,7;33,2;0,3;0;0
07/01/2023 6:00;0;8,5;1,5;564;330;1,8;0,3;5,8;24,2;30,1;0,4;0;0
07/01/2023 7:00;0;6,6;1,4;564;344;1,7;0,3;6,8;23,9;30,8;0,4;0;15
07/01/2023 8:00;8,5;5,5;1,4;565;350;1,5;0,4;11,5;22,6;34,1;0,5;0;112
07/01/2023 9:00;6,9;4,2;1,5;565;5;2,8;0,4;11;22;33;0,5;0;291
07/01/2023 10:00;5,6;3,5;1,8;565;335;2,9;0,3;8,7;29,7;38,5;0,3;0;403
07/01/2023 11:00;5,9;3,8;2;565;327;3,2;0,3;7,7;25,4;33,2;0,6;0;330
07/01/2023 12:00;11,2;4;2,3;565;6;3,6;0,3;6,3;24;30,3;0,3;0;267
07/01/2023 13:00;11,9;3,4;1,4;564;168;3,7;0,3;5,1;23,9;29;0,1;0;194
07/01/2023 14:00;12,2;12,2;1;563;231;4,6;0,4;4,6;23,5;28,1;0,1;0;99
07/01/2023 15:00;10,1;10,1;1;563;213;4;0,4;5,2;24,4;29,6;0,1;0;30
07/01/2023 16:00;14,2;14,2;0,6;563;204;3,7;0,5;5,9;25;31;0,2;0;61
07/01/2023 17:00;24;10,8;0,6;563;152;3,6;0,6;7,6;26,1;33,7;0,2;0;53
07/01/2023 18:00;17,3;15,7;0,6;563;246;1,7;0,7;9,7;28,9;38,6;0,3;0;15
07/01/2023 19:00;13,4;13,4;1;563;308;0,8;0,8;13,2;29,8;43,1;0,3;0;0
07/01/2023 20:00;19,3;18,6;0,7;564;269;1,9;0,8;11,9;28,4;40,3;0,3;0;0
07/01/2023 21:00;21,3;18,2;0,8;565;303;3,1;0,7;8,5;26,7;35,3;0,2;0;0
07/01/2023 22:00;0;17,7;1;565;317;3,5;0,7;6,9;25;31,9;0,1;0;0
07/01/2023 23:00;0;14,3;1,6;565;326;1,7;0,6;6,1;24,7;30,9;0,1;0;0
08/01/2023 0:00;0;23,6;1,6;565;328;2,5;0,5;4,9;22,6;27,5;0,1;0;0
08/01/2023 1:00;0;17,1;1,3;564;329;2,3;0,4;4;20,9;24,9;0,1;0;0
08/01/2023 2:00;0;12,6;1,3;564;316;2,6;0,3;3,7;19,7;23,4;0,2;0;0
08/01/2023 3:00;0;16;0,8;564;294;2,6;0,3;3,4;18,6;22,1;0,3;0;0
08/01/2023 4:00;0;11,7;0,6;564;280;2;0,3;3,5;17,8;21,3;0,2;0;0
08/01/2023 5:00;15,3;12,7;0,7;564;295;1,9;0,3;3,6;17,7;21,4;0,2;0;0
08/01/2023 6:00;11,9;10,9;1;564;349;1,2;0,3;4,2;18,8;23,1;0,2;0;0
08/01/2023 7:00;9,8;8,8;0,9;564;330;1,4;0,3;4,9;19;24;0,2;0;8
08/01/2023 8:00;14,2;6,8;1,3;565;340;2,1;0,3;5,8;20;25,8;0,2;0;46
08/01/2023 9:00;18,5;6,6;1,9;565;342;2,3;0,3;7,1;21,3;28,4;0,3;0;199
08/01/2023 10:00;14,1;7,1;2;566;22;3,4;0,3;6,3;22,4;28,7;0,3;0;223
08/01/2023 11:00;10;6,3;1,9;565;6;4,6;0,3;4,6;21,6;26,2;0,2;0;321
08/01/2023 12:00;9,3;5,5;2,2;565;9;4,1;0,3;3,7;22;25,7;0,1;0;461
08/01/2023 13:00;7;4,9;2,2;564;28;5,1;0,3;3,1;20,9;24;0;0;371
08/01/2023 14:00;11,1;9,7;1,9;564;66;5,4;0,3;2,8;20;22,8;0;0;353
08/01/2023 15:00;11,9;8,9;1,8;563;91;6;0,3;2,7;19,3;22;0,1;0;265
08/01/2023 16:00;8,5;7,6;1,7;563;75;5,9;0,3;2,7;19,2;21,9;0,2;0;159
08/01/2023 17:00;9,8;5,9;2,1;563;98;5,1;0,3;2,8;19;21,8;0,2;0;65
08/01/2023 18:00;8,1;6,3;1,8;563;101;4,7;0,3;2,8;18,8;21,6;0,2;0;21
08/01/2023 19:00;5,7;5,2;1,2;564;224;4,8;0,3;2,7;18,3;21;0,1;0;0
08/01/2023 20:00;4,9;4,8;1,6;564;123;4,1;0,3;3;18,9;21,9;0,1;0;0
08/01/2023 21:00;5,6;5,6;1;565;291;3,2;0,4;3,3;18,8;22,1;0,1;0;0
08/01/2023 22:00;5,3;5,3;1;565;325;2,6;0,4;3,8;18,2;22;0,1;0;0
08/01/2023 23:00;4,7;4,7;1,1;565;315;1,1;0,4;4,8;19;23,7;0;0;0
09/01/2023 0:00;5,9;4,5;1,1;565;309;1,5;0,4;4,9;17,7;22,6;0,1;0;0
09/01/2023 1:00;5,6;4,2;0,7;564;284;1,3;0,3;4,6;16,2;20,7;0;0;0
09/01/2023 2:00;6,2;6,2;0,7;564;295;1,3;0,3;4,5;16,2;20,7;0;0;0
09/01/2023 3:00;7,2;5,8;0,7;564;300;1;0,3;4,7;16,1;20,8;0,1;0;0
09/01/2023 4:00;6,5;5,7;0,7;564;279;1;0,3;4,8;16,6;21,4;0,1;0;0
09/01/2023 5:00;7,1;5,6;0,7;564;291;1,1;0,3;4,7;15,7;20,4;0,1;0;0
09/01/2023 6:00;7;5,5;0,7;564;279;1,1;0,3;4,8;15,2;20,1;0,2;0;0
09/01/2023 7:00;9,8;5,4;0,5;564;235;0,9;0,3;6,7;14,7;21,4;0,1;0;22
09/01/2023 8:00;7,8;5,8;0,6;565;293;1,5;0,3;9,9;15,8;25,7;0,4;0;85
09/01/2023 9:00;6,2;5,7;0,9;565;5;2,1;0,4;15;19,3;34,3;0,6;0;168
09/01/2023 10:00;18;5,7;1,3;565;333;3,9;0,4;12,2;19,9;32,2;0,2;0;222
09/01/2023 11:00;14;5,6;2;565;345;4,5;0,3;8,9;20,4;29,3;0,2;0;248
09/01/2023 12:00;12,8;5,5;1,8;565;1;5,5;0,3;5,7;19,8;25,6;0,1;0;430
09/01/2023 13:00;10,3;5,5;1,8;564;36;5,8;0,3;3,9;19,3;23,2;0,1;0;319
09/01/2023 14:00;20,1;6,5;1,5;563;94;6,1;0,2;3,1;18,7;21,9;0,1;0;495
09/01/2023 15:00;15;6,1;1,9;563;107;5,4;0,3;3,1;19,2;22,3;0,1;0;134
09/01/2023 16:00;11,3;5,5;1,4;562;114;6,2;0,2;3,1;18,4;21,6;0,1;0;147
09/01/2023 17:00;8,2;7;1,7;562;258;7,8;0,3;2,6;20,1;22,6;0,2;0;112
09/01/2023 18:00;10,8;0;2,1;562;280;6,7;0,3;1,7;21,8;23,5;0,2;0;13
09/01/2023 19:00;16,8;15,7;1,8;563;244;6,5;0,3;1,3;22;23,3;0,1;0;0
09/01/2023 20:00;11,9;0;0,8;564;218;5,9;0,4;1,2;23,2;24,4;0,1;0;0
09/01/2023 21:00;15,4;15,1;1,1;564;223;3,6;0,4;2;24,6;26,6;0;0;0
09/01/2023 22:00;16,1;11,8;0,9;565;227;3,8;0,3;2,6;25;27,6;0,1;0;0
09/01/2023 23:00;23,6;13,5;1,1;565;303;5,3;0,3;2,5;22,7;25,2;0;0;0
10/01/2023 0:00;17,8;9,8;0,7;564;293;4,8;0,3;2,3;20;22,3;0,1;0;0
10/01/2023 1:00;13,2;11,3;0,6;564;265;4;0,4;2,2;18;20,2;0;0;0
10/01/2023 2:00;9,9;9,2;0,6;564;309;4,9;0,3;2,3;17,1;19,5;0,1;0;0
10/01/2023 3:00;7,8;7,7;0,5;563;294;6;0,3;2,1;16;18,1;0;0;0
10/01/2023 4:00;0;12,1;0,6;563;260;6;0,3;2;16,6;18,6;0;0;0
10/01/2023 5:00;0;10,2;0,6;563;270;4,8;0,3;2;16,7;18,7;0;0;0
10/01/2023 6:00;0;7,5;0,8;564;291;4,1;0,3;2,2;17;19,3;0,1;0;0
10/01/2023 7:00;0;6,7;0,8;564;307;1,6;0,4;5;19,9;24,8;0,1;0;11
10/01/2023 8:00;0;5,6;0,9;565;334;1,7;0,5;10,4;21,1;31,5;0,2;0;70
10/01/2023 9:00;5,7;5,1;1,5;565;343;2,3;0,5;15,7;21,2;37;0,3;0;312
10/01/2023 10:00;8,7;8,7;1,5;565;334;3,5;0,4;13;27,1;40,1;0,4;0;264
10/01/2023 11:00;9,8;7,5;1;565;274;4,7;0,4;9,4;22,2;31,6;0,3;0;135
10/01/2023 12:00;8,1;6,5;1;564;323;5,1;0,4;8,1;21,7;29,7;0,2;0;283
10/01/2023 13:00;12,8;5,8;1,2;564;146;4,8;0,4;8,5;23,8;32,2;0,3;0;244
10/01/2023 14:00;14,3;5,3;1,1;563;210;5;0,5;9,2;26,5;35,7;0,3;0;303
10/01/2023 15:00;18,5;4,8;2,1;562;253;5,8;0,5;7,3;29;36,3;0,2;0;398
10/01/2023 16:00;17,7;4,7;2,4;562;250;6,4;0,4;3,7;28,9;32,6;0,2;0;173
10/01/2023 17:00;14,6;5,9;1,6;562;248;7,5;0,4;1,8;26,3;28,1;0;0;23
10/01/2023 18:00;19,1;7,5;1;563;198;4,9;0,5;2,2;29;31,2;0,1;0;7
10/01/2023 19:00;18;6,5;0,7;563;192;3,4;0,7;3,7;31,5;35,2;0,1;0;0
10/01/2023 20:00;13,6;7,7;0,5;564;267;2,7;0,8;3,9;33,3;37,2;0,1;0;0
10/01/2023 21:00;12,3;12,3;0,9;564;293;1,5;0,8;5,5;32,3;37,8;0,2;0;0
10/01/2023 22:00;15,1;11,7;1;564;297;2,3;0,7;5,6;27,2;32,8;0,1;0;0
10/01/2023 23:00;12,2;8,7;0,7;565;297;1,9;0,7;5,8;24;29,8;0,1;0;0
11/01/2023 0:00;15,4;9,8;0,8;565;295;1,1;0,7;10,2;24,4;34,6;0,2;0;0
11/01/2023 1:00;16,7;9,7;0,9;564;302;1,4;0,5;10,6;22,2;32,8;0,2;0;0
11/01/2023 2:00;12,1;10,5;1,4;564;317;0,7;0,5;18,4;22,9;41,4;0,3;0;0
11/01/2023 3:00;0;15,7;1,4;564;351;0,8;0,4;13,5;22,4;36;0,2;0;0
11/01/2023 4:00;0;11;1,2;563;334;1,1;0,4;10,7;21,8;32,5;0,2;0;0
11/01/2023 5:00;0;7,8;0,8;563;324;1,7;0,3;8;20;28;0,1;0;0
11/01/2023 6:00;0;6;0,9;564;290;0,7;0,3;9,5;20,1;29,6;0,2;0;0
11/01/2023 7:00;0;5,2;0,8;564;302;0,7;0,4;16,5;20,4;36,9;0,3;0;16
11/01/2023 8:00;5,5;4,7;0,8;565;236;1,4;0,5;24,4;21;45,4;0,6;0;166
11/01/2023 9:00;17,1;5,4;1,9;565;6;2,8;0,5;20,6;25,1;45,7;0,6;0;431
11/01/2023 10:00;12,4;4,4;1,7;565;15;4,2;0,4;15;23,3;38,3;0,2;0;483
11/01/2023 11:00;10,2;4,2;2;564;4;4,6;0,4;11,6;23,4;35;0,2;0;427
11/01/2023 12:00;7,6;4,2;1,8;564;76;5;0,3;9;23,1;32,1;0,1;0;440
11/01/2023 13:00;10,9;4,1;2,3;564;104;5,2;0,3;7,8;22,6;30,4;0,2;0;363
11/01/2023 14:00;10,1;10,1;1,4;563;119;5,9;0,3;6,6;21;27,6;0,2;0;399
11/01/2023 15:00;14,3;8,8;1,3;562;179;6,2;0,3;5,6;20,9;26,5;0,2;0;470
11/01/2023 16:00;13,4;7,1;2;562;304;6,8;0,3;5;21,8;26,8;0,2;0;156
11/01/2023 17:00;10,6;6,5;2,4;562;257;6,4;0,3;2,9;25,1;28;0,2;0;29
11/01/2023 18:00;12,9;0;1,8;563;239;5,1;0,3;1,9;27;29;0,2;0;7
11/01/2023 19:00;13,9;13,9;0,8;563;203;3,4;0,4;2,3;28,2;30,6;0,1;0;0
11/01/2023 20:00;12,7;11,4;0,8;564;281;3,6;0,5;2,8;27,1;29,9;0,1;0;0
11/01/2023 21:00;14,8;12,5;1,5;564;300;4,1;0,5;3,8;26,8;30,6;0,2;0;0
11/01/2023 22:00;15,7;14,4;0,8;565;297;3,7;0,5;3,1;24,2;27,2;0,2;0;0
11/01/2023 23:00;19,3;16,5;1;564;301;2,3;0,5;3,7;24,7;28,3;0,1;0;0
12/01/2023 0:00;16,6;0;0,8;564;271;1;0,5;6,5;25,2;31,6;0,1;0;0
12/01/2023 1:00;21,8;17,8;0,8;564;286;0,7;0,6;12,4;24,5;36,9;0,2;0;0
12/01/2023 2:00;31,6;13,1;1;564;315;0,8;0,5;11;23,5;34,5;0,2;0;0
12/01/2023 3:00;23,5;18,4;0,8;563;289;1;0,5;8,8;21,9;30,7;0,2;0;0
12/01/2023 4:00;17,1;13,6;0,6;563;272;0,8;0,4;7,5;20,3;27,8;0,2;0;0
12/01/2023 5:00;12,1;10,8;0,7;563;223;0,5;0,4;8;19,4;27,5;0,1;0;0
